Gen,Counter,Points,Num Alive
0,800,98,5
1,800,105,7
2,800,86,5
3,800,72,5
4,800,42,3
5,800,75,5
6,800,75,5
7,800,74,6
8,800,75,5
9,800,93,7
10,800,87,6
11,800,97,6
12,800,97,6
13,800,106,6
14,800,106,6
15,800,102,6
16,800,115,8
17,800,97,6
18,800,58,5
19,800,96,6
20,800,112,7
21,800,112,8
22,800,95,8
23,800,92,6
24,800,95,8
25,800,103,7
