Gen,Counter,Points,Num Alive
0,800,113,8
1,800,99,7
2,800,101,7
3,800,113,8
4,800,100,6
5,800,99,7
6,800,99,7
7,800,97,7
8,800,93,6
9,800,97,7
10,800,87,5
11,800,58,3
12,800,95,6
13,800,108,7
14,800,108,7
15,800,104,7
16,800,83,6
17,800,91,5
18,800,92,6
19,800,92,6
20,800,100,6
21,800,34,1
22,800,90,5
23,800,105,6
24,542,102,6
Hu,800,109,7
