Gen,Counter,Points,Num Alive
0,1200,20,1
1,1200,108,5
2,1200,113,7
3,1200,92,6
4,1200,99,5
5,1200,108,6
6,1200,45,2
7,1200,39,2
8,1200,31,1
9,1200,115,7
10,1200,65,4
11,1200,95,5
12,1200,95,8
13,1200,63,6
14,1200,46,4
15,1200,57,5
16,1200,74,6
17,1200,63,2
18,1200,72,5
19,1200,89,5
20,1200,69,6
21,1200,88,5
22,1200,94,7
23,1200,89,7
24,1200,96,6
Hu,1200,30,2
