Gen,Counter,Points,Num Alive
0,800,70,5
1,800,70,5
2,800,70,5
3,800,68,4
4,800,59,4
5,800,57,4
6,800,59,4
7,800,112,7
8,800,99,6
9,800,99,6
10,800,64,3
11,800,86,5
12,800,86,5
13,800,67,4
14,800,64,3
15,800,82,6
16,800,74,5
17,800,111,7
18,800,99,6
19,800,111,7
20,800,101,6
21,800,58,4
22,800,54,4
23,800,116,7
24,800,58,4
25,800,110,6
