Gen,Counter,Points,Num Alive
0,1200,63,4
1,1200,53,2
2,1200,85,5
3,1200,75,4
4,1200,74,4
5,1200,99,5
6,1200,35,2
7,502,0,0
8,1200,51,2
9,1200,80,4
10,1200,105,5
11,1200,85,6
12,1200,52,5
13,1200,61,4
14,1200,43,4
15,1200,93,6
16,1200,84,5
17,1200,8,1
18,1200,82,6
19,1200,59,4
20,1200,91,6
21,1200,72,5
22,1200,70,6
23,1200,99,5
24,1200,54,2
Hu,1200,112,6
