Gen,Counter,Points,Num Alive
0,800,111,8
1,800,95,7
2,800,85,6
3,800,111,8
4,800,79,5
5,800,107,7
6,800,107,7
7,800,83,5
8,800,115,8
9,800,83,5
10,800,116,8
11,800,42,4
12,800,110,7
13,800,78,7
14,800,78,7
15,800,106,6
16,800,80,4
17,800,28,2
18,800,78,6
19,800,78,6
20,800,85,5
21,800,66,5
22,800,94,6
23,800,107,7
24,800,78,5
Hu,800,112,6
